energy_loss,epoch,perceptual_loss,reconstruction_loss,step,train_loss
0.0,0,0.9184398651123047,0.695767343044281,1,1.6142072677612305
0.0,0,0.9141837954521179,0.6957259774208069,3,1.6099097728729248
0.0,0,0.9404343962669373,0.7039920687675476,5,1.6444264650344849
-0.0,0,0.9158307909965515,0.6822633743286133,7,1.5980942249298096
0.0,0,0.9463878870010376,0.7204922437667847,9,1.6668801307678223
0.0,0,0.949711263179779,0.7157630324363708,11,1.66547429561615
0.0,0,0.9372845888137817,0.7086610794067383,13,1.64594566822052
0.0,0,0.9043108224868774,0.6889215707778931,15,1.5932323932647705
0.0,0,0.9427784085273743,0.7174203395843506,17,1.66019868850708
-0.0,0,0.9352510571479797,0.7099669575691223,19,1.645218014717102
-0.0,0,0.9423945546150208,0.6978877782821655,21,1.640282392501831
-0.0,0,0.9377487301826477,0.7135773301124573,23,1.651326060295105
-0.0,0,0.939854621887207,0.686221718788147,25,1.626076340675354
0.0,0,0.9344661831855774,0.7016441822052002,27,1.6361103057861328
-0.0,0,0.9065274596214294,0.6712974905967712,29,1.5778249502182007
0.0,0,0.939019501209259,0.7022171020507812,31,1.6412365436553955
0.0,0,0.9105264544487,0.686061441898346,33,1.596587896347046
0.0,0,0.9369880557060242,0.7003750205039978,35,1.637363076210022
