energy_loss,epoch,perceptual_loss,reconstruction_loss,step,train_loss
-0.0,0,0.9051721692085266,0.6544063687324524,1,1.559578537940979
0.0,0,0.9222003817558289,0.6450926065444946,3,1.5672929286956787
0.0,0,0.9402909278869629,0.6510936617851257,5,1.5913846492767334
-0.0,0,0.9162328839302063,0.649245023727417,7,1.5654778480529785
-0.0,0,0.9242197275161743,0.6444216370582581,9,1.5686414241790771
-0.0,0,0.9337338805198669,0.6441177725791931,11,1.57785165309906
0.0,0,0.9371851086616516,0.6464343070983887,13,1.5836193561553955
0.0,0,0.9261440634727478,0.6423494815826416,15,1.5684936046600342
0.0,0,0.927484929561615,0.6397347450256348,17,1.5672197341918945
0.0,0,0.9386979937553406,0.6385881304740906,19,1.5772861242294312
0.0,0,0.9272629022598267,0.6395673155784607,21,1.5668301582336426
-0.0,0,0.9290183186531067,0.6412517428398132,23,1.57027006149292
-0.0,0,0.9200115203857422,0.634230375289917,25,1.5542418956756592
-0.0,0,0.9161085486412048,0.6333079934120178,27,1.5494165420532227
0.0,0,0.9116953015327454,0.62775057554245,29,1.5394458770751953
0.0,0,0.9143282175064087,0.6211180090904236,31,1.5354461669921875
-0.0,0,0.9310852289199829,0.6290751099586487,33,1.5601603984832764
0.0,0,0.9101478457450867,0.6255898475646973,35,1.5357377529144287
-0.0,0,0.9132833480834961,0.629539430141449,37,1.5428228378295898
0.0,0,0.8988186717033386,0.6204580664634705,39,1.519276738166809
-0.0,0,0.9040109515190125,0.6229175329208374,41,1.526928424835205
-0.0,0,0.9041048884391785,0.6100941896438599,43,1.5141990184783936
